timestamp,action,pose,target_robot_pose,target_finger_scores,completion,hit_threshold,reset_threshold,hold_frames,finger_scores,stability,counted
2026-06-24 10:23:13,张开手训练,"[226, 210, 162, 128, 128, 128]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",59.0,80.0,60.0,5,"{""thumb"": 19, ""index"": 36, ""middle"": 50, ""ring"": 50, ""little"": 50}",无数据,False
2026-06-24 10:23:13,张开手训练,"[233, 218, 154, 128, 128, 128]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",59.0,80.0,60.0,5,"{""thumb"": 1, ""index"": 53, ""middle"": 51, ""ring"": 50, ""little"": 50}",无数据,False
2026-06-24 10:23:13,张开手训练,"[236, 224, 162, 136, 136, 136]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",97.2,80.0,60.0,5,"{""thumb"": 6, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 8}",无数据,False
2026-06-24 10:23:13,张开手训练,"[241, 232, 170, 144, 144, 144]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",无数据,False
2026-06-24 10:23:13,张开手训练,"[243, 236, 178, 152, 152, 152]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.4,80.0,60.0,5,"{""thumb"": 3, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[245, 240, 186, 160, 160, 160]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.6,80.0,60.0,5,"{""thumb"": 2, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[247, 242, 194, 168, 168, 168]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.6,80.0,60.0,5,"{""thumb"": 2, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,True
2026-06-24 10:23:13,张开手训练,"[248, 244, 202, 176, 176, 176]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.2,80.0,60.0,5,"{""thumb"": 2, ""index"": 1, ""middle"": 1, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[248, 244, 210, 184, 184, 184]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.2,80.0,60.0,5,"{""thumb"": 3, ""index"": 0, ""middle"": 1, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[248, 244, 218, 192, 192, 192]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.4,80.0,60.0,5,"{""thumb"": 3, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[248, 244, 226, 200, 200, 200]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.4,80.0,60.0,5,"{""thumb"": 3, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[248, 246, 233, 208, 208, 208]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.6,80.0,60.0,5,"{""thumb"": 2, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[250, 248, 238, 216, 216, 216]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.8,80.0,60.0,5,"{""thumb"": 1, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[250, 248, 242, 224, 224, 224]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.8,80.0,60.0,5,"{""thumb"": 1, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[250, 248, 245, 232, 232, 232]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.8,80.0,60.0,5,"{""thumb"": 1, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[250, 250, 248, 238, 238, 238]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
2026-06-24 10:23:13,张开手训练,"[250, 250, 250, 242, 242, 242]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.8,80.0,60.0,5,"{""thumb"": 1, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",一般,False
