timestamp,action,pose,target_robot_pose,target_finger_scores,completion,hit_threshold,reset_threshold,hold_frames,finger_scores,stability,counted
2026-06-24 10:25:00,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.6,78.0,58.0,5,"{""thumb"": 1, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",无数据,False
2026-06-24 10:25:00,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.4,78.0,58.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",无数据,False
2026-06-24 10:25:00,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.4,78.0,58.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",无数据,False
2026-06-24 10:25:00,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.4,78.0,58.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",无数据,False
2026-06-24 10:25:00,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.4,78.0,58.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:25:00,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.4,78.0,58.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:25:00,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.4,78.0,58.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:25:00,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.4,78.0,58.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:25:00,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.4,78.0,58.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:25:01,握拳训练,"[254, 253, 255, 255, 255, 255]","[102, 18, 0, 0, 0, 0]","{""thumb"": 43, ""index"": 85, ""middle"": 92, ""ring"": 84, ""little"": 74}",24.4,78.0,58.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
