timestamp,action,pose,target_robot_pose,target_finger_scores,completion,hit_threshold,reset_threshold,hold_frames,finger_scores,stability,counted
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",无数据,False
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",无数据,False
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",无数据,False
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",无数据,False
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,True
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.8,80.0,60.0,5,"{""thumb"": 1, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",100.0,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:23:32,张开手训练,"[255, 255, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.8,80.0,60.0,5,"{""thumb"": 1, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:23:32,张开手训练,"[255, 254, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.6,80.0,60.0,5,"{""thumb"": 2, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:23:32,张开手训练,"[255, 252, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.4,80.0,60.0,5,"{""thumb"": 3, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:23:33,张开手训练,"[254, 250, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.2,80.0,60.0,5,"{""thumb"": 4, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:23:33,张开手训练,"[252, 247, 255, 255, 255, 255]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",98.4,80.0,60.0,5,"{""thumb"": 7, ""index"": 1, ""middle"": 0, ""ring"": 0, ""little"": 0}",良好,False
2026-06-24 10:23:33,张开手训练,"[248, 241, 253, 254, 250, 249]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",92.6,80.0,60.0,5,"{""thumb"": 13, ""index"": 3, ""middle"": 2, ""ring"": 9, ""little"": 10}",良好,False
2026-06-24 10:23:33,张开手训练,"[240, 233, 245, 246, 242, 241]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",44.0,80.0,60.0,5,"{""thumb"": 28, ""index"": 61, ""middle"": 67, ""ring"": 69, ""little"": 55}",良好,False
2026-06-24 10:23:33,张开手训练,"[232, 225, 237, 238, 234, 233]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",44.0,80.0,60.0,5,"{""thumb"": 34, ""index"": 60, ""middle"": 59, ""ring"": 61, ""little"": 66}",良好,False
2026-06-24 10:23:33,张开手训练,"[224, 217, 229, 230, 226, 225]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",43.2,80.0,60.0,5,"{""thumb"": 40, ""index"": 60, ""middle"": 60, ""ring"": 60, ""little"": 64}",良好,False
2026-06-24 10:23:33,张开手训练,"[216, 209, 221, 222, 218, 217]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",44.8,80.0,60.0,5,"{""thumb"": 42, ""index"": 58, ""middle"": 58, ""ring"": 57, ""little"": 61}",良好,False
2026-06-24 10:23:33,张开手训练,"[210, 201, 213, 214, 210, 209]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",47.2,80.0,60.0,5,"{""thumb"": 42, ""index"": 55, ""middle"": 55, ""ring"": 55, ""little"": 57}",良好,False
2026-06-24 10:23:33,张开手训练,"[207, 193, 205, 206, 202, 201]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",48.8,80.0,60.0,5,"{""thumb"": 38, ""index"": 54, ""middle"": 55, ""ring"": 54, ""little"": 55}",良好,False
2026-06-24 10:23:33,张开手训练,"[205, 187, 197, 198, 194, 193]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",48.8,80.0,60.0,5,"{""thumb"": 36, ""index"": 54, ""middle"": 56, ""ring"": 55, ""little"": 55}",一般,False
2026-06-24 10:23:33,张开手训练,"[204, 182, 189, 190, 186, 185]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",48.0,80.0,60.0,5,"{""thumb"": 37, ""index"": 55, ""middle"": 57, ""ring"": 55, ""little"": 56}",一般,False
2026-06-24 10:23:33,张开手训练,"[201, 176, 181, 182, 178, 177]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",46.4,80.0,60.0,5,"{""thumb"": 40, ""index"": 55, ""middle"": 59, ""ring"": 57, ""little"": 57}",一般,False
2026-06-24 10:23:33,张开手训练,"[200, 172, 173, 174, 170, 169]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",43.8,80.0,60.0,5,"{""thumb"": 40, ""index"": 57, ""middle"": 63, ""ring"": 61, ""little"": 60}",一般,False
2026-06-24 10:23:33,张开手训练,"[197, 166, 165, 166, 162, 161]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",43.2,80.0,60.0,5,"{""thumb"": 44, ""index"": 57, ""middle"": 63, ""ring"": 61, ""little"": 59}",一般,False
2026-06-24 10:23:33,张开手训练,"[195, 162, 157, 158, 154, 153]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",42.2,80.0,60.0,5,"{""thumb"": 44, ""index"": 57, ""middle"": 64, ""ring"": 63, ""little"": 61}",一般,False
2026-06-24 10:23:33,张开手训练,"[193, 158, 149, 150, 146, 145]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",41.6,80.0,60.0,5,"{""thumb"": 45, ""index"": 57, ""middle"": 65, ""ring"": 64, ""little"": 61}",一般,False
2026-06-24 10:23:33,张开手训练,"[191, 156, 141, 142, 138, 137]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",40.4,80.0,60.0,5,"{""thumb"": 45, ""index"": 58, ""middle"": 66, ""ring"": 66, ""little"": 63}",一般,False
2026-06-24 10:23:33,张开手训练,"[189, 153, 133, 134, 130, 129]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",40.0,80.0,60.0,5,"{""thumb"": 46, ""index"": 58, ""middle"": 66, ""ring"": 66, ""little"": 64}",一般,False
2026-06-24 10:23:33,张开手训练,"[189, 153, 128, 126, 122, 122]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",43.0,80.0,60.0,5,"{""thumb"": 45, ""index"": 56, ""middle"": 62, ""ring"": 62, ""little"": 60}",一般,False
2026-06-24 10:23:33,张开手训练,"[189, 153, 124, 119, 116, 118]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",43.6,80.0,60.0,5,"{""thumb"": 43, ""index"": 57, ""middle"": 62, ""ring"": 61, ""little"": 59}",一般,False
2026-06-24 10:23:33,张开手训练,"[192, 157, 121, 114, 113, 114]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",45.4,80.0,60.0,5,"{""thumb"": 37, ""index"": 56, ""middle"": 61, ""ring"": 60, ""little"": 59}",一般,False
2026-06-24 10:23:33,张开手训练,"[194, 160, 119, 110, 110, 111]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",45.2,80.0,60.0,5,"{""thumb"": 36, ""index"": 56, ""middle"": 61, ""ring"": 61, ""little"": 60}",一般,False
2026-06-24 10:23:33,张开手训练,"[196, 164, 119, 110, 110, 111]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",47.2,80.0,60.0,5,"{""thumb"": 34, ""index"": 55, ""middle"": 59, ""ring"": 58, ""little"": 58}",一般,False
2026-06-24 10:23:33,张开手训练,"[198, 167, 119, 110, 110, 111]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",48.2,80.0,60.0,5,"{""thumb"": 34, ""index"": 55, ""middle"": 57, ""ring"": 56, ""little"": 57}",一般,False
2026-06-24 10:23:33,张开手训练,"[202, 173, 116, 110, 110, 111]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",48.4,80.0,60.0,5,"{""thumb"": 27, ""index"": 58, ""middle"": 58, ""ring"": 57, ""little"": 58}",一般,False
2026-06-24 10:23:33,张开手训练,"[210, 181, 109, 107, 108, 107]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",47.2,80.0,60.0,5,"{""thumb"": 15, ""index"": 65, ""middle"": 61, ""ring"": 60, ""little"": 63}",一般,False
2026-06-24 10:23:33,张开手训练,"[218, 189, 117, 115, 116, 115]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",82.6,80.0,60.0,5,"{""thumb"": 4, ""index"": 4, ""middle"": 6, ""ring"": 36, ""little"": 37}",一般,False
2026-06-24 10:23:33,张开手训练,"[226, 197, 125, 123, 124, 123]","[255, 255, 255, 255, 255, 255]","{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 0}",99.8,80.0,60.0,5,"{""thumb"": 0, ""index"": 0, ""middle"": 0, ""ring"": 0, ""little"": 1}",一般,False
